Times,IR,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0,0.2,1,SVM,SVM,0.98,0.0,0.0,0.0,0.8448275862068966,0.49,"[[49  1]
 [ 8  0]]"
0,0.2,1,WSVM,WSVM,0.94,0.0,0.0,0.0,0.8103448275862069,0.47,"[[47  3]
 [ 8  0]]"
0,0.2,1,own_class_center,lin_center_own,0.94,0.0,0.0,0.0,0.8103448275862069,0.47,"[[47  3]
 [ 8  0]]"
0,0.2,1,own_class_center,exp,0.94,0.0,0.0,0.0,0.8103448275862069,0.47,"[[47  3]
 [ 8  0]]"
0,0.2,1,estimated_hyper_lin,lin_center_own,0.92,0.125,0.3391164991562634,0.15384615384615385,0.8103448275862069,0.5225000000000001,"[[46  4]
 [ 7  1]]"
0,0.2,1,estimated_hyper_lin,exp,0.94,0.0,0.0,0.0,0.8103448275862069,0.47,"[[47  3]
 [ 8  0]]"
0,0.2,1,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
0,0.2,1,actual_hyper_lin,exp,0.92,0.125,0.3391164991562634,0.15384615384615385,0.8103448275862069,0.5225000000000001,"[[46  4]
 [ 7  1]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new,0.88,0.25,0.469041575982343,0.25,0.7931034482758621,0.5650000000000001,"[[44  6]
 [ 6  2]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.92,0.125,0.3391164991562634,0.15384615384615385,0.8103448275862069,0.5225000000000001,"[[46  4]
 [ 7  1]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.92,0.125,0.3391164991562634,0.15384615384615385,0.8103448275862069,0.5225000000000001,"[[46  4]
 [ 7  1]]"
0,0.2,2,SVM,SVM,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
0,0.2,2,WSVM,WSVM,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
0,0.2,2,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
0,0.2,2,own_class_center,exp,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
0,0.2,2,estimated_hyper_lin,lin_center_own,0.98,0.0,0.0,0.0,0.8448275862068966,0.49,"[[49  1]
 [ 8  0]]"
0,0.2,2,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8620689655172413,0.5,"[[50  0]
 [ 8  0]]"
