Lan boc,Test Size,Rate,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,0.2,0.2,None,SVM,SVM,0.98,0.3,0.5422176684690383,0.4285714285714285,0.8666666666666667,0.64,"[[49  1]
 [ 7  3]]"
1,0.2,0.2,None,WSVM,WSVM,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,None,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,estimated_hyper_lin,exp,0.98,0.1,0.31304951684997057,0.16666666666666669,0.8333333333333334,0.54,"[[49  1]
 [ 9  1]]"
1,0.2,0.2,None,actual_hyper_lin,lin_center_own,0.94,0.1,0.3065941943351178,0.14285714285714288,0.8,0.52,"[[47  3]
 [ 9  1]]"
1,0.2,0.2,None,actual_hyper_lin,exp,0.98,0.1,0.31304951684997057,0.16666666666666669,0.8333333333333334,0.54,"[[49  1]
 [ 9  1]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new_v1,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.66,0.9,0.7707139547199078,0.5,0.7,0.7799999999999999,"[[33 17]
 [ 1  9]]"
1,0.2,0.2,1,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,3,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,1,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,3,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,1,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,3,estimated_hyper_lin,lin_center_own,0.98,0.2,0.4427188724235731,0.30769230769230765,0.85,0.59,"[[49  1]
 [ 8  2]]"
1,0.2,0.2,1,estimated_hyper_lin,exp,0.98,0.3,0.5422176684690383,0.4285714285714285,0.8666666666666667,0.64,"[[49  1]
 [ 7  3]]"
1,0.2,0.2,2,estimated_hyper_lin,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,3,estimated_hyper_lin,exp,0.94,0.7,0.8111719916269299,0.7,0.9,0.82,"[[47  3]
 [ 3  7]]"
1,0.2,0.2,1,actual_hyper_lin,lin_center_own,0.9,0.1,0.30000000000000004,0.125,0.7666666666666667,0.5,"[[45  5]
 [ 9  1]]"
1,0.2,0.2,2,actual_hyper_lin,lin_center_own,0.94,0.1,0.3065941943351178,0.14285714285714288,0.8,0.52,"[[47  3]
 [ 9  1]]"
1,0.2,0.2,3,actual_hyper_lin,lin_center_own,0.88,0.1,0.2966479394838265,0.11764705882352941,0.75,0.49000000000000005,"[[44  6]
 [ 9  1]]"
1,0.2,0.2,1,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,3,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,1,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,2,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,3,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,3,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.72,0.5,0.6,0.3448275862068966,0.6833333333333333,0.6100000000000001,"[[36 14]
 [ 5  5]]"
1,0.2,0.2,2,distance_center_own_opposite_tam,func_own_opp_new_v2,0.66,0.9,0.7707139547199078,0.5,0.7,0.7799999999999999,"[[33 17]
 [ 1  9]]"
1,0.2,0.2,3,distance_center_own_opposite_tam,func_own_opp_new_v2,0.72,0.5,0.6,0.3448275862068966,0.6833333333333333,0.6100000000000001,"[[36 14]
 [ 5  5]]"
