Rate,Test Size,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0.3333333333333333,0.25,SVM,SVM,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,WSVM,WSVM,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,own_class_center,exp,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0.25,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,0,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,1,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,2,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,3,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,4,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,5,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,6,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,7,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,8,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,9,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.7123287671232876,0.5,"[[104   0]
 [ 42   0]]"
0.3333333333333333,10,own_class_center,lin_center_own,0.7788461538461539,0.42857142857142855,0.5777466648897324,0.4337349397590361,0.678082191780822,0.6037087912087913,"[[81 23]
 [24 18]]"
0.3333333333333333,11,own_class_center,lin_center_own,0.7596153846153846,0.5238095238095238,0.6307882155634907,0.49438202247191015,0.6917808219178082,0.6417124542124542,"[[79 25]
 [20 22]]"
0.3333333333333333,12,own_class_center,lin_center_own,0.7211538461538461,0.5714285714285714,0.6419407387663694,0.5052631578947369,0.678082191780822,0.6462912087912087,"[[75 29]
 [18 24]]"
0.3333333333333333,13,own_class_center,lin_center_own,0.7115384615384616,0.5952380952380952,0.6507955120733382,0.5154639175257733,0.678082191780822,0.6533882783882785,"[[74 30]
 [17 25]]"
0.3333333333333333,14,own_class_center,lin_center_own,0.7115384615384616,0.5952380952380952,0.6507955120733382,0.5154639175257733,0.678082191780822,0.6533882783882785,"[[74 30]
 [17 25]]"
0.3333333333333333,15,own_class_center,lin_center_own,0.7211538461538461,0.6190476190476191,0.6681531047810609,0.5360824742268041,0.6917808219178082,0.6701007326007327,"[[75 29]
 [16 26]]"
0.3333333333333333,16,own_class_center,lin_center_own,0.7596153846153846,0.5952380952380952,0.6724224971340672,0.5434782608695652,0.7123287671232876,0.67742673992674,"[[79 25]
 [17 25]]"
