Times,IR,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0,0.2,1,SVM,SVM,1.0,0.05,0.22360679774997896,0.09523809523809523,0.8416666666666667,0.525,"[[200   0]
 [ 38   2]]"
0,0.2,1,WSVM,WSVM,0.96,0.325,0.5585696017507576,0.42622950819672134,0.8541666666666666,0.6425,"[[192   8]
 [ 27  13]]"
0,0.2,1,own_class_center,lin_center_own,0.165,0.975,0.40109225871362814,0.3170731707317073,0.3,0.5700000000000001,"[[ 33 167]
 [  1  39]]"
0,0.2,1,own_class_center,exp,0.555,0.75,0.6451743950281971,0.3773584905660377,0.5875,0.6525,"[[111  89]
 [ 10  30]]"
0,0.2,1,estimated_hyper_lin,lin_center_own,0.165,0.975,0.40109225871362814,0.3170731707317073,0.3,0.5700000000000001,"[[ 33 167]
 [  1  39]]"
0,0.2,1,estimated_hyper_lin,exp,0.435,0.875,0.6169481339626532,0.37234042553191493,0.5083333333333333,0.655,"[[ 87 113]
 [  5  35]]"
0,0.2,1,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[200   0]
 [ 40   0]]"
0,0.2,1,actual_hyper_lin,exp,0.035,1.0,0.18708286933869708,0.29304029304029305,0.19583333333333333,0.5175000000000001,"[[  7 193]
 [  0  40]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new,0.035,1.0,0.18708286933869708,0.29304029304029305,0.19583333333333333,0.5175000000000001,"[[  7 193]
 [  0  40]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.175,0.975,0.41306779104645763,0.319672131147541,0.30833333333333335,0.5750000000000001,"[[ 35 165]
 [  1  39]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.175,0.975,0.41306779104645763,0.319672131147541,0.30833333333333335,0.5750000000000001,"[[ 35 165]
 [  1  39]]"
0,0.2,2,SVM,SVM,0.96,0.4,0.6196773353931867,0.5,0.8666666666666667,0.6799999999999999,"[[192   8]
 [ 24  16]]"
0,0.2,2,WSVM,WSVM,0.925,0.55,0.7132671308843553,0.5714285714285715,0.8625,0.7375,"[[185  15]
 [ 18  22]]"
0,0.2,2,own_class_center,lin_center_own,0.035,0.9,0.1774823934929885,0.2676579925650558,0.17916666666666667,0.4675,"[[  7 193]
 [  4  36]]"
0,0.2,2,own_class_center,exp,0.055,0.9,0.2224859546128699,0.27169811320754716,0.19583333333333333,0.47750000000000004,"[[ 11 189]
 [  4  36]]"
0,0.2,2,estimated_hyper_lin,lin_center_own,0.035,0.9,0.1774823934929885,0.2676579925650558,0.17916666666666667,0.4675,"[[  7 193]
 [  4  36]]"
0,0.2,2,estimated_hyper_lin,exp,0.135,0.9,0.34856850115866755,0.28915662650602414,0.2625,0.5175,"[[ 27 173]
 [  4  36]]"
0,0.2,2,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[200   0]
 [ 40   0]]"
0,0.2,2,actual_hyper_lin,exp,0.035,0.9,0.1774823934929885,0.2676579925650558,0.17916666666666667,0.4675,"[[  7 193]
 [  4  36]]"
0,0.2,2,distance_center_own_opposite_tam,func_own_opp_new,0.03,0.95,0.16881943016134132,0.27941176470588236,0.18333333333333332,0.49,"[[  6 194]
 [  2  38]]"
0,0.2,2,distance_center_own_opposite_tam,func_own_opp_new_v1,0.01,0.925,0.09617692030835673,0.2690909090909091,0.1625,0.4675,"[[  2 198]
 [  3  37]]"
0,0.2,2,distance_center_own_opposite_tam,func_own_opp_new_v2,0.01,0.925,0.09617692030835673,0.2690909090909091,0.1625,0.4675,"[[  2 198]
 [  3  37]]"
0,0.2,3,SVM,SVM,0.98,0.35,0.5856620185738528,0.48275862068965514,0.875,0.6649999999999999,"[[196   4]
 [ 26  14]]"
