Times,IR,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0,0.2,1,SVM,SVM,0.99,0.25,0.49749371855331,0.3846153846153846,0.8666666666666667,0.62,"[[99  1]
 [15  5]]"
0,0.2,1,WSVM,WSVM,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[94  6]
 [ 8 12]]"
0,0.2,1,own_class_center,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,estimated_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,estimated_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,actual_hyper_lin,lin_center_own,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,actual_hyper_lin,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v2,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[100   0]
 [ 20   0]]"
0,0.2,2,SVM,SVM,0.95,0.25,0.48733971724044817,0.3333333333333333,0.8333333333333334,0.6,"[[95  5]
 [15  5]]"
0,0.2,2,WSVM,WSVM,0.89,0.6,0.7307530362578044,0.5581395348837209,0.8416666666666667,0.7450000000000001,"[[89 11]
 [ 8 12]]"
0,0.2,2,own_class_center,lin_center_own,0.71,0.65,0.6793379129711516,0.41935483870967744,0.7,0.6799999999999999,"[[71 29]
 [ 7 13]]"
