Times,Fold,T,K,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,4,10,4,own_class_center,exp,0.986013986,0.454545455,0.669468577,0.5,0.966329966,0.72027972,"[[282   4]
 [  6   5]]"
1,4,10,5,own_class_center,exp,0.986013986,0.454545455,0.669468577,0.5,0.966329966,0.72027972,"[[282   4]
 [  6   5]]"
1,4,10,6,own_class_center,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,1,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,1,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,1,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,2,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,2,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,2,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,3,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,3,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,3,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,4,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,4,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,4,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,5,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,5,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,5,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,6,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,6,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,6,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,7,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,7,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,7,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,4,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,5,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,6,estimated_hyper_lin,lin_center_own,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,9,4,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,9,5,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,9,6,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,10,4,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,10,5,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,10,6,estimated_hyper_lin,lin_center_own,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,1,4,estimated_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,1,5,estimated_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,1,6,estimated_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,2,4,estimated_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,2,5,estimated_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,2,6,estimated_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,3,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,3,5,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,3,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,4,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,4,5,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,4,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,5,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,5,5,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,5,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,6,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,6,5,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,6,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,7,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,7,5,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,7,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,8,4,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,8,5,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,8,6,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,9,4,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,9,5,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,9,6,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,10,4,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,10,5,estimated_hyper_lin,exp,0.982517483,0.363636364,0.59772827,0.4,0.95959596,0.673076923,"[[281   5]
 [  7   4]]"
1,4,10,6,estimated_hyper_lin,exp,0.982517483,0.454545455,0.668280522,0.476190476,0.962962963,0.718531469,"[[281   5]
 [  6   5]]"
1,4,1,4,actual_hyper_lin,lin_center_own,0.461538462,0,0,0,0.444444444,0.230769231,"[[132 154]
 [ 11   0]]"
1,4,1,5,actual_hyper_lin,lin_center_own,0.440559441,0.818181818,0.600381316,0.1,0.454545455,0.629370629,"[[126 160]
 [  2   9]]"
1,4,1,6,actual_hyper_lin,lin_center_own,0.755244755,0,0,0,0.727272727,0.377622378,"[[216  70]
 [ 11   0]]"
1,4,2,4,actual_hyper_lin,lin_center_own,0.58041958,0,0,0,0.558922559,0.29020979,"[[166 120]
 [ 11   0]]"
1,4,2,5,actual_hyper_lin,lin_center_own,0.237762238,0.909090909,0.464916647,0.083682008,0.262626263,0.573426573,"[[ 68 218]
 [  1  10]]"
1,4,2,6,actual_hyper_lin,lin_center_own,0.454545455,0.090909091,0.203278907,0.011904762,0.441077441,0.272727273,"[[130 156]
 [ 10   1]]"
1,4,3,4,actual_hyper_lin,lin_center_own,0.604895105,0.909090909,0.741555555,0.149253731,0.616161616,0.756993007,"[[173 113]
 [  1  10]]"
1,4,3,5,actual_hyper_lin,lin_center_own,0.398601399,0.090909091,0.190358847,0.010869565,0.387205387,0.244755245,"[[114 172]
 [ 10   1]]"
1,4,3,6,actual_hyper_lin,lin_center_own,0.730769231,0,0,0,0.703703704,0.365384615,"[[209  77]
 [ 11   0]]"
1,4,4,4,actual_hyper_lin,lin_center_own,0.5,0.090909091,0.213200716,0.012903226,0.484848485,0.295454545,"[[143 143]
 [ 10   1]]"
1,4,4,5,actual_hyper_lin,lin_center_own,0.70979021,0,0,0,0.683501684,0.354895105,"[[203  83]
 [ 11   0]]"
1,4,4,6,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,5,4,actual_hyper_lin,lin_center_own,0.534965035,0.090909091,0.220529329,0.013793103,0.518518519,0.312937063,"[[153 133]
 [ 10   1]]"
1,4,5,5,actual_hyper_lin,lin_center_own,0.437062937,0,0,0,0.420875421,0.218531469,"[[125 161]
 [ 11   0]]"
1,4,5,6,actual_hyper_lin,lin_center_own,0.590909091,0,0,0,0.569023569,0.295454545,"[[169 117]
 [ 11   0]]"
1,4,6,4,actual_hyper_lin,lin_center_own,0.475524476,0.454545455,0.464916647,0.060240964,0.474747475,0.465034965,"[[136 150]
 [  6   5]]"
1,4,6,5,actual_hyper_lin,lin_center_own,0.409090909,0.909090909,0.609836721,0.105263158,0.427609428,0.659090909,"[[117 169]
 [  1  10]]"
1,4,6,6,actual_hyper_lin,lin_center_own,0.405594406,0.090909091,0.192021402,0.010989011,0.393939394,0.248251748,"[[116 170]
 [ 10   1]]"
1,4,7,4,actual_hyper_lin,lin_center_own,0.426573427,0.090909091,0.196924865,0.011363636,0.414141414,0.258741259,"[[122 164]
 [ 10   1]]"
1,4,7,5,actual_hyper_lin,lin_center_own,0.43006993,0,0,0,0.414141414,0.215034965,"[[123 163]
 [ 11   0]]"
1,4,7,6,actual_hyper_lin,lin_center_own,0.5,0.090909091,0.213200716,0.012903226,0.484848485,0.295454545,"[[143 143]
 [ 10   1]]"
1,4,8,4,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,8,5,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,8,6,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,9,4,actual_hyper_lin,lin_center_own,0.451048951,0.272727273,0.350732591,0.035087719,0.444444444,0.361888112,"[[129 157]
 [  8   3]]"
1,4,9,5,actual_hyper_lin,lin_center_own,0.41958042,0,0,0,0.404040404,0.20979021,"[[120 166]
 [ 11   0]]"
1,4,9,6,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,10,4,actual_hyper_lin,lin_center_own,0.5,0,0,0,0.481481481,0.25,"[[143 143]
 [ 11   0]]"
1,4,10,5,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,10,6,actual_hyper_lin,lin_center_own,0.423076923,0,0,0,0.407407407,0.211538462,"[[121 165]
 [ 11   0]]"
1,4,1,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,1,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,1,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,2,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,2,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,2,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,3,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,3,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,3,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,4,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,4,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,4,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,5,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,5,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,5,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,6,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,6,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,6,6,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,7,4,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,7,5,actual_hyper_lin,exp,0.975524476,0.454545455,0.665898052,0.434782609,0.956228956,0.715034965,"[[279   7]
 [  6   5]]"
1,4,7,6,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,4,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,5,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,8,6,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,9,4,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,9,5,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,9,6,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,10,4,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,10,5,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,10,6,actual_hyper_lin,exp,0.979020979,0.454545455,0.667090351,0.454545455,0.95959596,0.716783217,"[[280   6]
 [  6   5]]"
1,4,1,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.825174825,0.909090909,0.866117158,0.281690141,0.828282828,0.867132867,"[[236  50]
 [  1  10]]"
1,4,1,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.339160839,0.909090909,0.555272938,0.095238095,0.36026936,0.624125874,"[[ 97 189]
 [  1  10]]"
1,4,1,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.552447552,0.909090909,0.708678381,0.134228188,0.565656566,0.730769231,"[[158 128]
 [  1  10]]"
1,4,2,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.531468531,0.909090909,0.695092232,0.129032258,0.545454545,0.72027972,"[[152 134]
 [  1  10]]"
1,4,2,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.520979021,0.909090909,0.688198585,0.126582278,0.535353535,0.715034965,"[[149 137]
 [  1  10]]"
1,4,2,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.520979021,0.909090909,0.688198585,0.126582278,0.535353535,0.715034965,"[[149 137]
 [  1  10]]"
1,4,3,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.503496503,0.909090909,0.676553098,0.122699387,0.518518519,0.706293706,"[[144 142]
 [  1  10]]"
1,4,3,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.503496503,0.909090909,0.676553098,0.122699387,0.518518519,0.706293706,"[[144 142]
 [  1  10]]"
1,4,3,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,4,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,4,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,4,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,5,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.493006993,0.909090909,0.669468577,0.120481928,0.508417508,0.701048951,"[[141 145]
 [  1  10]]"
1,4,5,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,5,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,6,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,6,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,6,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,7,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.493006993,0.909090909,0.669468577,0.120481928,0.508417508,0.701048951,"[[141 145]
 [  1  10]]"
1,4,7,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.493006993,0.909090909,0.669468577,0.120481928,0.508417508,0.701048951,"[[141 145]
 [  1  10]]"
1,4,7,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.482517483,0.909090909,0.662308279,0.118343195,0.498316498,0.695804196,"[[138 148]
 [  1  10]]"
1,4,8,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.496503497,0.909090909,0.671838385,0.121212121,0.511784512,0.702797203,"[[142 144]
 [  1  10]]"
1,4,8,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.475524476,0.909090909,0.657491428,0.116959064,0.491582492,0.692307692,"[[136 150]
 [  1  10]]"
1,4,8,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.493006993,0.909090909,0.669468577,0.120481928,0.508417508,0.701048951,"[[141 145]
 [  1  10]]"
1,4,9,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.416083916,0.909090909,0.615026914,0.106382979,0.434343434,0.662587413,"[[119 167]
 [  1  10]]"
1,4,9,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.618881119,0.909090909,0.750079462,0.153846154,0.62962963,0.763986014,"[[177 109]
 [  1  10]]"
1,4,9,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.513986014,0.909090909,0.683564198,0.125,0.528619529,0.711538462,"[[147 139]
 [  1  10]]"
1,4,10,4,distance_center_own_opposite_tam,func_own_opp_new_v2,0.601398601,0.909090909,0.739409224,0.148148148,0.612794613,0.755244755,"[[172 114]
 [  1  10]]"
1,4,10,5,distance_center_own_opposite_tam,func_own_opp_new_v2,0.611888112,0.909090909,0.745829686,0.151515152,0.622895623,0.76048951,"[[175 111]
 [  1  10]]"
1,4,10,6,distance_center_own_opposite_tam,func_own_opp_new_v2,0.440559441,0.909090909,0.632857474,0.110497238,0.457912458,0.674825175,"[[126 160]
 [  1  10]]"
1,5,None,None,SVM,SVM,1,0,0,0,0.966216216,0.5,"[[286   0]
 [ 10   0]]"
1,5,None,None,WSVM,WSVM,1,0,0,0,0.966216216,0.5,"[[286   0]
 [ 10   0]]"
1,5,None,None,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,None,None,own_class_center,exp,0.972027972,0.2,0.440914498,0.2,0.945945946,0.586013986,"[[278   8]
 [  8   2]]"
1,5,None,None,estimated_hyper_lin,lin_center_own,0.968531469,0.3,0.539035658,0.272727273,0.945945946,0.634265734,"[[277   9]
 [  7   3]]"
1,5,None,None,estimated_hyper_lin,exp,0.979020979,0.3,0.541946763,0.315789474,0.956081081,0.63951049,"[[280   6]
 [  7   3]]"
1,5,None,None,actual_hyper_lin,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,None,None,actual_hyper_lin,exp,0.958041958,0.2,0.437730958,0.166666667,0.932432432,0.579020979,"[[274  12]
 [  8   2]]"
1,5,None,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.765734266,0.7,0.73212976,0.166666667,0.763513514,0.732867133,"[[219  67]
 [  3   7]]"
1,5,1,4,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,1,5,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,1,6,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,2,4,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,2,5,own_class_center,lin_center_own,0.958041958,0.2,0.437730958,0.166666667,0.932432432,0.579020979,"[[274  12]
 [  8   2]]"
1,5,2,6,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,3,4,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,3,5,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,3,6,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,4,4,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,4,5,own_class_center,lin_center_own,0.961538462,0.2,0.43852901,0.173913043,0.935810811,0.580769231,"[[275  11]
 [  8   2]]"
1,5,4,6,own_class_center,lin_center_own,0.965034965,0.2,0.439325612,0.181818182,0.939189189,0.582517483,"[[276  10]
 [  8   2]]"
1,5,5,4,own_class_center,lin_center_own,0.965034965,0.2,0.439325612,0.181818182,0.939189189,0.582517483,"[[276  10]
 [  8   2]]"
1,5,5,5,own_class_center,lin_center_own,0.968531469,0.2,0.440120772,0.19047619,0.942567568,0.584265734,"[[277   9]
 [  8   2]]"
1,5,5,6,own_class_center,lin_center_own,0.968531469,0.2,0.440120772,0.19047619,0.942567568,0.584265734,"[[277   9]
 [  8   2]]"
1,5,6,4,own_class_center,lin_center_own,0.968531469,0.2,0.440120772,0.19047619,0.942567568,0.584265734,"[[277   9]
 [  8   2]]"
1,5,6,5,own_class_center,lin_center_own,0.968531469,0.2,0.440120772,0.19047619,0.942567568,0.584265734,"[[277   9]
 [  8   2]]"
1,5,6,6,own_class_center,lin_center_own,0.968531469,0.2,0.440120772,0.19047619,0.942567568,0.584265734,"[[277   9]
 [  8   2]]"
