Lan boc,Test Size,Rate,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
1,0.2,0.2,None,SVM,SVM,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,None,WSVM,WSVM,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,None,own_class_center,lin_center_own,0.98,0.6,0.7668115805072325,0.7058823529411764,0.9166666666666666,0.79,"[[49  1]
 [ 4  6]]"
1,0.2,0.2,None,own_class_center,exp,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,estimated_hyper_lin,lin_center_own,0.96,0.6,0.758946638440411,0.6666666666666665,0.9,0.78,"[[48  2]
 [ 4  6]]"
1,0.2,0.2,None,estimated_hyper_lin,exp,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[47  3]
 [ 4  6]]"
1,0.2,0.2,None,actual_hyper_lin,lin_center_own,0.92,0.4,0.6066300355241241,0.4444444444444445,0.8333333333333334,0.66,"[[46  4]
 [ 6  4]]"
1,0.2,0.2,None,actual_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new_v1,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,None,distance_center_own_opposite_tam,func_own_opp_new_v2,0.74,0.7,0.7197221686178633,0.4666666666666667,0.7333333333333333,0.72,"[[37 13]
 [ 3  7]]"
1,0.2,0.2,1,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,2,own_class_center,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,3,own_class_center,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,4,own_class_center,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,5,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,6,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,7,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,8,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,9,own_class_center,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,10,own_class_center,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,1,own_class_center,exp,0.96,0.5,0.6928203230275509,0.588235294117647,0.8833333333333333,0.73,"[[48  2]
 [ 5  5]]"
1,0.2,0.2,2,own_class_center,exp,0.96,0.4,0.6196773353931867,0.5,0.8666666666666667,0.6799999999999999,"[[48  2]
 [ 6  4]]"
1,0.2,0.2,3,own_class_center,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,4,own_class_center,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,5,own_class_center,exp,0.96,0.4,0.6196773353931867,0.5,0.8666666666666667,0.6799999999999999,"[[48  2]
 [ 6  4]]"
1,0.2,0.2,6,own_class_center,exp,0.96,0.4,0.6196773353931867,0.5,0.8666666666666667,0.6799999999999999,"[[48  2]
 [ 6  4]]"
1,0.2,0.2,7,own_class_center,exp,0.96,0.4,0.6196773353931867,0.5,0.8666666666666667,0.6799999999999999,"[[48  2]
 [ 6  4]]"
1,0.2,0.2,8,own_class_center,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,9,own_class_center,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,10,own_class_center,exp,0.98,0.4,0.6260990336999411,0.5333333333333333,0.8833333333333333,0.69,"[[49  1]
 [ 6  4]]"
1,0.2,0.2,1,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,2,estimated_hyper_lin,lin_center_own,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,3,estimated_hyper_lin,lin_center_own,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,4,estimated_hyper_lin,lin_center_own,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,5,estimated_hyper_lin,lin_center_own,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,6,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,7,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,8,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,9,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,10,estimated_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,1,estimated_hyper_lin,exp,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,2,estimated_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,3,estimated_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,4,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,5,estimated_hyper_lin,exp,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,6,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,7,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,8,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,9,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,10,estimated_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,1,actual_hyper_lin,lin_center_own,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,2,actual_hyper_lin,lin_center_own,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[47  3]
 [ 4  6]]"
1,0.2,0.2,3,actual_hyper_lin,lin_center_own,0.82,0.6,0.7014271166700072,0.48,0.7833333333333333,0.7100000000000002,"[[41  9]
 [ 4  6]]"
1,0.2,0.2,4,actual_hyper_lin,lin_center_own,0.94,0.5,0.6855654600401044,0.5555555555555556,0.8666666666666667,0.72,"[[47  3]
 [ 5  5]]"
1,0.2,0.2,5,actual_hyper_lin,lin_center_own,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[47  3]
 [ 4  6]]"
1,0.2,0.2,6,actual_hyper_lin,lin_center_own,0.94,0.6,0.7509993342207435,0.631578947368421,0.8833333333333333,0.77,"[[47  3]
 [ 4  6]]"
1,0.2,0.2,7,actual_hyper_lin,lin_center_own,0.94,0.5,0.6855654600401044,0.5555555555555556,0.8666666666666667,0.72,"[[47  3]
 [ 5  5]]"
1,0.2,0.2,8,actual_hyper_lin,lin_center_own,0.96,0.6,0.758946638440411,0.6666666666666665,0.9,0.78,"[[48  2]
 [ 4  6]]"
1,0.2,0.2,9,actual_hyper_lin,lin_center_own,0.96,0.6,0.758946638440411,0.6666666666666665,0.9,0.78,"[[48  2]
 [ 4  6]]"
1,0.2,0.2,10,actual_hyper_lin,lin_center_own,0.96,0.6,0.758946638440411,0.6666666666666665,0.9,0.78,"[[48  2]
 [ 4  6]]"
1,0.2,0.2,1,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,2,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,3,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,4,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,5,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,6,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,7,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,8,actual_hyper_lin,exp,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,9,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,10,actual_hyper_lin,exp,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,1,distance_center_own_opposite_tam,func_own_opp_new,1.0,0.0,0.0,0.0,0.8333333333333334,0.5,"[[50  0]
 [10  0]]"
1,0.2,0.2,2,distance_center_own_opposite_tam,func_own_opp_new,0.94,0.7,0.8111719916269299,0.7,0.9,0.82,"[[47  3]
 [ 3  7]]"
1,0.2,0.2,3,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,4,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
1,0.2,0.2,5,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
1,0.2,0.2,6,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
1,0.2,0.2,7,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.7,0.7937253933193772,0.6363636363636365,0.8666666666666667,0.8,"[[45  5]
 [ 3  7]]"
1,0.2,0.2,8,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,9,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,10,distance_center_own_opposite_tam,func_own_opp_new,0.9,0.6,0.7348469228349535,0.5714285714285713,0.85,0.7500000000000001,"[[45  5]
 [ 4  6]]"
1,0.2,0.2,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.92,0.5,0.6782329983125268,0.5263157894736842,0.85,0.7100000000000001,"[[46  4]
 [ 5  5]]"
1,0.2,0.2,2,distance_center_own_opposite_tam,func_own_opp_new_v1,0.92,0.6,0.7429670248402684,0.6,0.8666666666666667,0.7600000000000001,"[[46  4]
 [ 4  6]]"
1,0.2,0.2,3,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,4,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,5,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,6,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,7,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,8,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,9,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
1,0.2,0.2,10,distance_center_own_opposite_tam,func_own_opp_new_v1,0.9,0.5,0.6708203932499369,0.5,0.8333333333333334,0.7000000000000001,"[[45  5]
 [ 5  5]]"
