Times,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan,,Times,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC
0,1,SVM,SVM,0.98,0.8,0.885437745,0.842105263,0.95,0.89,"[[49  1]
 [ 2  8]]",,1,SVM,SVM,0.984,0.74,0.849175266,0.806900585,0.943333333,0.862
0,1,WSVM,WSVM,0.98,0.8,0.885437745,0.842105263,0.95,0.89,"[[49  1]
 [ 2  8]]",,,WSVM,WSVM,0.968,0.8,0.877194823,0.81199362,0.94,0.884
0,1,own_class_center,lin_center_own,0.9,0.7,0.793725393,0.636363636,0.866666667,0.8,"[[45  5]
 [ 3  7]]",,,own_class_center,lin_center_own,0.948,0.86,0.901656402,0.812614342,0.933333333,0.904
0,1,own_class_center,exp,0.9,0.7,0.793725393,0.636363636,0.866666667,0.8,"[[45  5]
 [ 3  7]]",,,own_class_center,exp,0.948,0.82,0.878174511,0.785947676,0.926666667,0.884
0,1,estimated_hyper_lin,lin_center_own,0.9,0.7,0.793725393,0.636363636,0.866666667,0.8,"[[45  5]
 [ 3  7]]",,,estimated_hyper_lin,lin_center_own,0.952,0.86,0.903708387,0.820519481,0.936666667,0.906
0,1,estimated_hyper_lin,exp,0.9,0.7,0.793725393,0.636363636,0.866666667,0.8,"[[45  5]
 [ 3  7]]",,,estimated_hyper_lin,exp,0.952,0.82,0.880081461,0.79542136,0.93,0.886
0,1,actual_hyper_lin,lin_center_own,0.92,0.7,0.802496106,0.666666667,0.883333333,0.81,"[[46  4]
 [ 3  7]]",,,actual_hyper_lin,lin_center_own,0.94,0.84,0.88718135,0.783436853,0.923333333,0.89
0,1,actual_hyper_lin,exp,0.94,0.8,0.867179336,0.761904762,0.916666667,0.87,"[[47  3]
 [ 2  8]]",,,actual_hyper_lin,exp,0.956,0.86,0.905840684,0.825627706,0.94,0.908
0,1,distance_center_own_opposite_tam,func_own_opp_new,0.94,0.8,0.867179336,0.761904762,0.916666667,0.87,"[[47  3]
 [ 2  8]]",,,distance_center_own_opposite_tam,func_own_opp_new,0.956,0.86,0.905840684,0.825627706,0.94,0.908
0,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.94,0.8,0.867179336,0.761904762,0.916666667,0.87,"[[47  3]
 [ 2  8]]",,,distance_center_own_opposite_tam,func_own_opp_new_v1,0.96,0.88,0.918399176,0.845627706,0.946666667,0.92
0,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.94,0.8,0.867179336,0.761904762,0.916666667,0.87,"[[47  3]
 [ 2  8]]",,,distance_center_own_opposite_tam,func_own_opp_new_v2,0.96,0.88,0.918399176,0.845627706,0.946666667,0.92
0,1,SVM,SVM,1,0.8,0.894427191,0.888888889,0.966666667,0.9,"[[50  0]
 [ 2  8]]",,2,SVM,SVM,0.976,0.76,0.858672115,0.811614095,0.94,0.868
0,1,WSVM,WSVM,0.98,0.8,0.885437745,0.842105263,0.95,0.89,"[[49  1]
 [ 2  8]]",,,WSVM,WSVM,0.964,0.72,0.831237573,0.759560309,0.923333333,0.842
