Times,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan,,Times,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC
0,1,SVM,SVM,0.993333333,0.84,0.91345498,0.903225806,0.955,0.916666667,"[[149   1]
 [  8  42]]",,1,SVM,SVM,0.998666667,0.88,0.937063509,0.933396212,0.969,0.939333333
0,1,WSVM,WSVM,0.966666667,0.86,0.911774826,0.87755102,0.94,0.913333333,"[[145   5]
 [  7  43]]",,,WSVM,WSVM,0.978666667,0.92,0.94865404,0.927120765,0.964,0.949333333
0,1,own_class_center,lin_center_own,0.973333333,0.88,0.925490861,0.897959184,0.95,0.926666667,"[[146   4]
 [  6  44]]",,,own_class_center,lin_center_own,0.973333333,0.9,0.935630934,0.908832297,0.955,0.936666667
0,1,own_class_center,exp,0.973333333,0.88,0.925490861,0.897959184,0.95,0.926666667,"[[146   4]
 [  6  44]]",,,own_class_center,exp,0.976,0.896,0.93465049,0.910164246,0.956,0.936
0,1,estimated_hyper_lin,lin_center_own,0.966666667,0.88,0.922315926,0.888888889,0.945,0.923333333,"[[145   5]
 [  6  44]]",,,estimated_hyper_lin,lin_center_own,0.970666667,0.9,0.934368217,0.905208854,0.953,0.935333333
0,1,estimated_hyper_lin,exp,0.946666667,0.84,0.891739872,0.84,0.92,0.893333333,"[[142   8]
 [  8  42]]",,,estimated_hyper_lin,exp,0.976,0.9,0.937087847,0.912949495,0.957,0.938
0,1,actual_hyper_lin,lin_center_own,0.926666667,0.92,0.923327316,0.859813084,0.925,0.923333333,"[[139  11]
 [  4  46]]",,,actual_hyper_lin,lin_center_own,0.957333333,0.924,0.940362876,0.90077375,0.949,0.940666667
0,1,actual_hyper_lin,exp,0.96,0.88,0.919130023,0.88,0.94,0.92,"[[144   6]
 [  6  44]]",,,actual_hyper_lin,exp,0.970666667,0.908,0.938677361,0.909906965,0.955,0.939333333
0,1,distance_center_own_opposite_tam,func_own_opp_new,0.96,0.88,0.919130023,0.88,0.94,0.92,"[[144   6]
 [  6  44]]",,,distance_center_own_opposite_tam,func_own_opp_new,0.972,0.904,0.937212984,0.909305281,0.955,0.938
0,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.96,0.88,0.919130023,0.88,0.94,0.92,"[[144   6]
 [  6  44]]",,,distance_center_own_opposite_tam,func_own_opp_new_v1,0.972,0.912,0.941353401,0.91379046,0.957,0.942
0,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.96,0.88,0.919130023,0.88,0.94,0.92,"[[144   6]
 [  6  44]]",,,distance_center_own_opposite_tam,func_own_opp_new_v2,0.972,0.912,0.941353401,0.91379046,0.957,0.942
0,1,SVM,SVM,1,0.82,0.905538514,0.901098901,0.955,0.91,"[[150   0]
 [  9  41]]",,2,SVM,SVM,0.998666667,0.88,0.937025067,0.933365312,0.969,0.939333333
0,1,WSVM,WSVM,0.986666667,0.88,0.931808278,0.916666667,0.96,0.933333333,"[[148   2]
 [  6  44]]",,,WSVM,WSVM,0.973333333,0.924,0.948106418,0.922175639,0.961,0.948666667
0,1,own_class_center,lin_center_own,0.986666667,0.86,0.921158691,0.905263158,0.955,0.923333333,"[[148   2]
 [  7  43]]",,,own_class_center,lin_center_own,0.970666667,0.92,0.944694421,0.916152259,0.958,0.945333333
0,1,own_class_center,exp,0.993333333,0.82,0.902515004,0.891304348,0.95,0.906666667,"[[149   1]
 [  9  41]]",,,own_class_center,exp,0.972,0.912,0.940886988,0.913563003,0.957,0.942
0,1,estimated_hyper_lin,lin_center_own,0.986666667,0.86,0.921158691,0.905263158,0.955,0.923333333,"[[148   2]
 [  7  43]]",,,estimated_hyper_lin,lin_center_own,0.966666667,0.916,0.940721085,0.908527158,0.954,0.941333333
0,1,estimated_hyper_lin,exp,0.986666667,0.88,0.931808278,0.916666667,0.96,0.933333333,"[[148   2]
 [  6  44]]",,,estimated_hyper_lin,exp,0.974666667,0.916,0.944662278,0.919791038,0.96,0.945333333
0,1,actual_hyper_lin,lin_center_own,0.966666667,0.88,0.922315926,0.888888889,0.945,0.923333333,"[[145   5]
 [  6  44]]",,,actual_hyper_lin,lin_center_own,0.958666667,0.924,0.940936258,0.902120994,0.95,0.941333333
0,1,actual_hyper_lin,exp,0.98,0.88,0.928654941,0.907216495,0.955,0.93,"[[147   3]
 [  6  44]]",,,actual_hyper_lin,exp,0.969333333,0.912,0.939982385,0.909899835,0.955,0.940666667
0,1,distance_center_own_opposite_tam,func_own_opp_new,0.98,0.86,0.918041393,0.895833333,0.95,0.92,"[[147   3]
 [  7  43]]",,,distance_center_own_opposite_tam,func_own_opp_new,0.970666667,0.916,0.942752317,0.914101855,0.957,0.943333333
0,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.98,0.88,0.928654941,0.907216495,0.955,0.93,"[[147   3]
 [  6  44]]",,,distance_center_own_opposite_tam,func_own_opp_new_v1,0.969333333,0.916,0.942100504,0.912202865,0.956,0.942666667
0,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.98,0.88,0.928654941,0.907216495,0.955,0.93,"[[147   3]
 [  6  44]]",,,distance_center_own_opposite_tam,func_own_opp_new_v2,0.969333333,0.916,0.942100504,0.912202865,0.956,0.942666667
0,1,SVM,SVM,1,0.92,0.959166305,0.958333333,0.98,0.96,"[[150   0]
 [  4  46]]",,3,SVM,SVM,0.998666667,0.88,0.937370748,0.93405128,0.969,0.939333333
