Times,Fold,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan,,Times,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC
0,1,SVM,SVM,0.97,0.7,0.824014563,0.756756757,0.925,0.835,"[[97  3]
 [ 6 14]]",,1,SVM,SVM,0.97,0.82,0.890281342,0.831458236,0.945,0.895
0,1,WSVM,WSVM,0.97,0.85,0.908019824,0.85,0.95,0.91,"[[97  3]
 [ 3 17]]",,,WSVM,WSVM,0.978,0.86,0.916233797,0.87218498,0.958333333,0.919
0,1,own_class_center,lin_center_own,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,own_class_center,lin_center_own,0.952,0.88,0.914463047,0.829446215,0.94,0.916
0,1,own_class_center,exp,0.96,0.1,0.309838668,0.153846154,0.816666667,0.53,"[[96  4]
 [18  2]]",,,own_class_center,exp,0.942,0.08,0.241418436,0.114549563,0.798333333,0.511
0,1,estimated_hyper_lin,lin_center_own,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,estimated_hyper_lin,lin_center_own,0.952,0.9,0.924519026,0.839835826,0.943333333,0.926
0,1,estimated_hyper_lin,exp,0.96,0.25,0.489897949,0.344827586,0.841666667,0.605,"[[96  4]
 [15  5]]",,,estimated_hyper_lin,exp,0.942,0.16,0.330754997,0.208628817,0.811666667,0.551
0,1,actual_hyper_lin,lin_center_own,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,actual_hyper_lin,lin_center_own,0.942,0.96,0.950344708,0.852945857,0.945,0.951
0,1,actual_hyper_lin,exp,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,actual_hyper_lin,exp,0.956,0.93,0.942066832,0.864832747,0.951666667,0.943
0,1,distance_center_own_opposite_tam,func_own_opp_new,0.97,0.85,0.908019824,0.85,0.95,0.91,"[[97  3]
 [ 3 17]]",,,distance_center_own_opposite_tam,func_own_opp_new,0.948,0.93,0.938364382,0.849741602,0.945,0.939
0,1,distance_center_own_opposite_tam,func_own_opp_new_v1,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,distance_center_own_opposite_tam,func_own_opp_new_v1,0.956,0.94,0.946971186,0.870021358,0.953333333,0.948
0,1,distance_center_own_opposite_tam,func_own_opp_new_v2,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,distance_center_own_opposite_tam,func_own_opp_new_v2,0.956,0.94,0.946971186,0.870021358,0.953333333,0.948
0,1,SVM,SVM,0.99,0.9,0.943927963,0.923076923,0.975,0.945,"[[99  1]
 [ 2 18]]",,2,SVM,SVM,0.966,0.87,0.916494728,0.859482865,0.95,0.918
0,1,WSVM,WSVM,0.99,0.8,0.889943818,0.864864865,0.958333333,0.895,"[[99  1]
 [ 4 16]]",,,WSVM,WSVM,0.978,0.89,0.932904814,0.89386346,0.963333333,0.934
0,1,own_class_center,lin_center_own,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,own_class_center,lin_center_own,0.956,0.87,0.91086097,0.832921293,0.941666667,0.913
0,1,own_class_center,exp,0.94,0.15,0.375499667,0.206896552,0.808333333,0.545,"[[94  6]
 [17  3]]",,,own_class_center,exp,0.934,0.15,0.319885129,0.192255057,0.803333333,0.542
0,1,estimated_hyper_lin,lin_center_own,0.96,0.85,0.903327183,0.829268293,0.941666667,0.905,"[[96  4]
 [ 3 17]]",,,estimated_hyper_lin,lin_center_own,0.956,0.9,0.926967064,0.85027195,0.946666667,0.928
