id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1827147,1839440,8,6.281810277,0.75,195,1.774206349,1,8,1
1827147,1860701,0,4.069962216,0.571428571,117,1.121428571,1,0,1
1827147,1874637,0,2.416798451,0.3125,104,0.633333333,1,0,1
1827196,1840385,6,2.8010845,0.375,105,0.70995671,1,6,1
1827459,1933032,9,2.387063262,0.714285714,36,0.621428571,1,9,1
1827554,1829152,0,3.394804516,0.19047619,369,0.766203704,1,0,1
1827554,1835287,0,3.20896741,0.8,81,0.679482836,1,0,1
1827554,1842318,5,3.20896741,0.8,81,0.679482836,1,5,1
1827554,1856334,0,3.360673948,0.285714286,243,0.753556911,1,0,1
1827578,1834755,5,2.609589063,0.153846154,504,0.612222222,1,5,1
1827626,1870396,5,1.837568774,0.428571429,24,0.583333333,1,5,1
1827683,1876527,12,4.190805121,0.846153846,144,0.801665395,1,12,1
1827954,1877591,5,3.313974675,0.411764706,143,0.853210678,1,5,1
1827954,1881250,0,1.320801979,0.25,44,0.310689311,1,0,1
1828024,1843733,0,0,0,1,0,1,0,1
1828101,1828104,10,3.241215821,0.466666667,112,0.808333333,1,10,1
1828101,1905037,8,3.185844521,0.636363636,80,0.779761905,1,8,1
1828104,1905037,8,4.919406433,0.6,140,1.416666667,1,8,1
1828853,1844843,3,0.333808201,0.034482759,221,0.05,1,3,1
1828853,1854145,2,0.352956124,0.03125,260,0.058823529,1,2,1
1828853,1857175,0,4.944808351,0.333333333,351,1.320670996,1,0,1
1828853,1877136,5,2.929754306,0.5,104,0.649374699,1,5,1
1828944,1848977,3,1.607916886,0.088235294,132,0.464285714,1,3,1
1829152,1829352,0,0.345976256,0.021276596,287,0.055555556,0.5,0,1
1829152,1832134,4,1.152879893,0.050847458,861,0.223387723,0.5,4,1
1829152,1835287,3,3.394804516,0.19047619,369,0.766203704,1,3,1
1829152,1839684,2,0.345976256,0.021276596,287,0.055555556,0.5,2,1
1829152,1842318,0,3.394804516,0.19047619,369,0.766203704,1,0,1
1829152,1843193,18,7.870897188,0.428571429,779,1.850244663,1,18,1
1829152,1843221,8,3.075634793,0.166666667,328,0.726019302,1,8,1
1829152,1844046,5,1.55636912,0.083333333,451,0.310110211,1,5,1
1829152,1844049,5,1.627425256,0.072727273,738,0.345463747,1,5,1
1829152,1854017,0,0,0,287,0,0.125,0,1
1829152,1856334,18,11.19483567,0.619047619,1107,2.561895926,1,18,1
1829152,1870438,0,0.345976256,0.021276596,287,0.055555556,0.5,0,1
1829152,1878935,11,5.414747205,0.285714286,533,1.327565441,1,11,1
